"Kod","Miejscowość","Dzielnica","Ulica","Numery","Gmina","Powiat","Województwo"
"92-301","Łódź","Widzew","Piłsudskiego Józefa Al. (Marszałka Józefa Piłsudskiego)","143-DK(n)","Łódź","Łódź","łódzkie"
"92-760","Łódź","Widzew","Wiączyńska","","Łódź","Łódź","łódzkie"
"93-403","Łódź","Górna","Starorudzka","3-39a(n)","Łódź","Łódź","łódzkie"
"90-315","Łódź","Śródmieście","Kilińskiego Jana","139-163(n)","Łódź","Łódź","łódzkie"
"90-004","Łódź","Śródmieście","Piotrkowska","100-108(p)","Łódź","Łódź","łódzkie"
"91-003","Łódź","Bałuty","Piwna","1-25(n), 2-22(p)","Łódź","Łódź","łódzkie"
"93-121","Łódź","Górna","Częstochowska","38/52","Łódź","Łódź","łódzkie"
"93-031","Łódź","Górna","Żółkiewskiego Stanisława","","Łódź","Łódź","łódzkie"
"90-960","Łódź","Polesie","Karolewska","43-51(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-803","Łódź","Bałuty","Marynarska","1-37(n), 2-54a(p)","Łódź","Łódź","łódzkie"
"91-219","Łódź","Bałuty","Samopomocy","","Łódź","Łódź","łódzkie"
"91-822","Łódź","Bałuty","Wojska Polskiego","24-30(p)","Łódź","Łódź","łódzkie"
"90-329","Łódź","Widzew","Piłsudskiego Józefa Al. (Marszałka Józefa Piłsudskiego)","61-79(n)","Łódź","Łódź","łódzkie"
"92-229","Łódź","Widzew","Widzewska","1-19","Łódź","Łódź","łódzkie"
"93-424","Łódź","Górna","Starorudzka","38-92(p), 41-69(n)","Łódź","Łódź","łódzkie"
"90-257","Łódź","Śródmieście","Kilińskiego Jana","39-51(n)","Łódź","Łódź","łódzkie"
"90-007","Łódź","Śródmieście","Piotrkowska","110-112(p)","Łódź","Łódź","łódzkie"
"91-048","Łódź","Bałuty","Piwna","24-DK(p), 27-DK(n)","Łódź","Łódź","łódzkie"
"93-633","Łódź","Górna","Czółenkowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-363","Łódź","Górna","Żółta","","Łódź","Łódź","łódzkie"
"94-406","Łódź","Polesie","Kinga C. Gillette","","Łódź","Łódź","łódzkie"
"91-850","Łódź","Bałuty","Marysińska","35-89","Łódź","Łódź","łódzkie"
"91-531","Łódź","Bałuty","Sapieżyńska","","Łódź","Łódź","łódzkie"
"91-432","Łódź","Bałuty","Wojska Polskiego","29-71(n)","Łódź","Łódź","łódzkie"
"92-202","Łódź","Widzew","Piłsudskiego Józefa Al. (Marszałka Józefa Piłsudskiego)","80-98(p)","Łódź","Łódź","łódzkie"
"92-308","Łódź","Widzew","Wiejska","","Łódź","Łódź","łódzkie"
"93-362","Łódź","Górna","Starościńska","","Łódź","Łódź","łódzkie"
"90-118","Łódź","Śródmieście","Kilińskiego Jana","53-71(n), 54-66(p)","Łódź","Łódź","łódzkie"
"90-430","Łódź","Śródmieście","Piotrkowska","113-127(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-226","Łódź","Bałuty","Planetarna","","Łódź","Łódź","łódzkie"
"93-640","Łódź","Górna","Czternastu Straconych","","Łódź","Łódź","łódzkie"
"93-429","Łódź","Górna","Żwawa","","Łódź","Łódź","łódzkie"
"94-125","Łódź","Polesie","Kolarska","193-DK(n)","Łódź","Łódź","łódzkie"
"91-225","Łódź","Bałuty","Marzanny","","Łódź","Łódź","łódzkie"
"91-490","Łódź","Bałuty","Sasanek","","Łódź","Łódź","łódzkie"
"91-816","Łódź","Bałuty","Wojska Polskiego","32-64a(p)","Łódź","Łódź","łódzkie"
"92-008","Łódź","Widzew","Podgórze","","Łódź","Łódź","łódzkie"
"92-633","Łódź","Widzew","Wieśniacza","","Łódź","Łódź","łódzkie"
"93-242","Łódź","Górna","Startowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-119","Łódź","Śródmieście","Kilińskiego Jana","68-80(p), 73-91(n)","Łódź","Łódź","łódzkie"
"90-063","Łódź","Śródmieście","Piotrkowska","146-160(p)","Łódź","Łódź","łódzkie"
"91-156","Łódź","Bałuty","Plonowa","","Łódź","Łódź","łódzkie"
"93-302","Łódź","Górna","Czytelnicza","","Łódź","Łódź","łódzkie"
"93-155","Łódź","Górna","Żwirowa","","Łódź","Łódź","łódzkie"
"94-116","Łódź","Polesie","Komandorska","","Łódź","Łódź","łódzkie"
"91-613","Łódź","Bałuty","Mateusza","","Łódź","Łódź","łódzkie"
"91-535","Łódź","Bałuty","Sawickiego Józefa","","Łódź","Łódź","łódzkie"
"91-809","Łódź","Bałuty","Wojska Polskiego","66-106(p)","Łódź","Łódź","łódzkie"
"92-402","Łódź","Widzew","Polskich Kolei Państwowych","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"92-625","Łódź","Widzew","Wilgotna","","Łódź","Łódź","łódzkie"
"93-420","Łódź","Górna","Statutowa","","Łódź","Łódź","łódzkie"
"90-012","Łódź","Śródmieście","Kilińskiego Jana","82-106(p)","Łódź","Łódź","łódzkie"
"90-440","Łódź","Śródmieście","Piotrkowska","147-163(n)","Łódź","Łódź","łódzkie"
"91-464","Łódź","Bałuty","Pocztowa","","Łódź","Łódź","łódzkie"
"93-304","Łódź","Górna","Dachowa","","Łódź","Łódź","łódzkie"
"93-377","Łódź","Górna","Żywotna","","Łódź","Łódź","łódzkie"
"94-134","Łódź","Polesie","Konarzewskiego Tomasza","","Łódź","Łódź","łódzkie"
"91-502","Łódź","Bałuty","Metalowa","","Łódź","Łódź","łódzkie"
"91-521","Łódź","Bałuty","Secesyjna","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-755","Łódź","Bałuty","Wojska Polskiego","81-93(n)","Łódź","Łódź","łódzkie"
"92-110","Łódź","Widzew","Połoniny","","Łódź","Łódź","łódzkie"
"92-328","Łódź","Widzew","Winna","","Łódź","Łódź","łódzkie"
"93-325","Łódź","Górna","Sternfelda Ary","","Łódź","Łódź","łódzkie"
"90-011","Łódź","Śródmieście","Kilińskiego Jana","93-111(n)","Łódź","Łódź","łódzkie"
"90-447","Łódź","Śródmieście","Piotrkowska","165-195(n)","Łódź","Łódź","łódzkie"
"91-364","Łódź","Bałuty","Podbiałowa","","Łódź","Łódź","łódzkie"
"93-479","Łódź","Górna","Daktylowa","","Łódź","Łódź","łódzkie"
"90-718","Łódź","Polesie","1 Maja Al.","2-28(p)","Łódź","Łódź","łódzkie"
"94-303","Łódź","Polesie","Konstantynowska","1-71(n), 2-44(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-226","Łódź","Bałuty","Mglista","","Łódź","Łódź","łódzkie"
"91-725","Łódź","Bałuty","Setna","","Łódź","Łódź","łódzkie"
"91-434","Łódź","Bałuty","Wolborska","","Łódź","Łódź","łódzkie"
"92-209","Łódź","Widzew","Pomorska","168-200(p), 187-249(n)","Łódź","Łódź","łódzkie"
"92-782","Łódź","Widzew","Witkacego","","Łódź","Łódź","łódzkie"
"93-318","Łódź","Górna","Strażacka","","Łódź","Łódź","łódzkie"
"90-129","Łódź","Śródmieście","Knychalskiego Witolda","","Łódź","Łódź","łódzkie"
"90-369","Łódź","Śródmieście","Piotrkowska","198-222(p)","Łódź","Łódź","łódzkie"
"91-006","Łódź","Bałuty","Podrzeczna","2-DK(p), 11-DK(n)","Łódź","Łódź","łódzkie"
"93-493","Łódź","Górna","Darniowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-740","Łódź","Polesie","1 Maja Al.","41-63(n)","Łódź","Łódź","łódzkie"
"90-509","Łódź","Polesie","Kopernika Mikołaja","1-12","Łódź","Łódź","łódzkie"
"91-849","Łódź","Bałuty","Miarki Karola","","Łódź","Łódź","łódzkie"
"91-232","Łódź","Bałuty","Sezamkowa","","Łódź","Łódź","łódzkie"
"91-849","Łódź","Bałuty","Wolff Heleny","","Łódź","Łódź","łódzkie"
"92-213","Łódź","Widzew","Pomorska","202-234(p), 249a-271(n)","Łódź","Łódź","łódzkie"
"90-024","Łódź","Widzew","Wodna","1-25(n), 2-30(p)","Łódź","Łódź","łódzkie"
"93-428","Łódź","Górna","Strefowa","","Łódź","Łódź","łódzkie"
"91-427","Łódź","Śródmieście","Kołłątaja Hugona (Księdza Hugona Kołłątaja)","","Łódź","Łódź","łódzkie"
"90-361","Łódź","Śródmieście","Piotrkowska","252-278(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"62-061","Łódź","Łódź","","","Stęszew","poznański","wielkopolskie"
"91-054","Łódź","Bałuty","Podwórzowa","","Łódź","Łódź","łódzkie"
"93-415","Łódź","Górna","Dawna","","Łódź","Łódź","łódzkie"
"90-756","Łódź","Polesie","1 Maja Al.","46-88(p)","Łódź","Łódź","łódzkie"
"90-503","Łódź","Polesie","Kopernika Mikołaja","13-23(n), 16-26(p)","Łódź","Łódź","łódzkie"
"91-866","Łódź","Bałuty","Miętowa","","Łódź","Łódź","łódzkie"
"91-321","Łódź","Bałuty","Sędziowska","1-DK(n)","Łódź","Łódź","łódzkie"
"91-162","Łódź","Bałuty","Wolińska","","Łódź","Łódź","łódzkie"
"92-013","Łódź","Widzew","Pomorska","236-294(p), 273-309(n)","Łódź","Łódź","łódzkie"
"92-551","Łódź","Widzew","Wujaka Zdzisława (Księdza Zdzisława Wujaka)","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-516","Łódź","Górna","Strycharska","21-DK(n), 30-DK(p)","Łódź","Łódź","łódzkie"
"90-007","Łódź","Śródmieście","Komuny Paryskiej Pl.","","Łódź","Łódź","łódzkie"
"90-265","Łódź","Śródmieście","Piotrkowska","34-52(p)","Łódź","Łódź","łódzkie"
"91-370","Łódź","Bałuty","11 Listopada","3-25(n), 12-20a(p)","Łódź","Łódź","łódzkie"
"91-328","Łódź","Bałuty","Pojezierska","26-32(p)","Łódź","Łódź","łódzkie"
"93-177","Łódź","Górna","Dąbrowskiego Jarosława (Generała Jarosława Dąbrowskiego)","13-57(n)","Łódź","Łódź","łódzkie"
"90-755","Łódź","Polesie","1 Maja Al.","65-95(n)","Łódź","Łódź","łódzkie"
"90-552","Łódź","Polesie","Kopernika Mikołaja","33-49(n), 36-44(p)","Łódź","Łódź","łódzkie"
"91-605","Łódź","Bałuty","Mikowa","","Łódź","Łódź","łódzkie"
"91-042","Łódź","Bałuty","Sierakowskiego Zygmunta","1-13(n), 2-16(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-603","Łódź","Bałuty","Woskowa","","Łódź","Łódź","łódzkie"
"92-735","Łódź","Widzew","Popielarnia","","Łódź","Łódź","łódzkie"
"92-333","Łódź","Widzew","Wydawnicza","","Łódź","Łódź","łódzkie"
"93-323","Łódź","Górna","Strzelecka","1-6","Łódź","Łódź","łódzkie"
"90-153","Łódź","Śródmieście","Kopcińskiego Stefana (Doktora Stefana Kopcińskiego)","20-22(p)","Łódź","Łódź","łódzkie"
"90-105","Łódź","Śródmieście","Piotrkowska","54-70(p)","Łódź","Łódź","łódzkie"
"91-372","Łódź","Bałuty","11 Listopada","71-87(n)","Łódź","Łódź","łódzkie"
"91-341","Łódź","Bałuty","Pojezierska","68-88(p), 87-89(n), 90-DK","Łódź","Łódź","łódzkie"
"93-231","Łódź","Górna","Dąbrowskiego Jarosława (Generała Jarosława Dąbrowskiego)","72a-DK(p), 117-249(n)","Łódź","Łódź","łódzkie"
"90-766","Łódź","Polesie","1 Maja Al.","90-DK(p), 97-DK(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-553","Łódź","Polesie","Kopernika Mikołaja","46, 48-DK","Łódź","Łódź","łódzkie"
"91-864","Łódź","Bałuty","Mimozy","","Łódź","Łódź","łódzkie"
"91-321","Łódź","Bałuty","Sierakowskiego Zygmunta","37-47(n), 46-58(p)","Łódź","Łódź","łódzkie"
"91-052","Łódź","Bałuty","Wrocławska","1-DK(n), 2-10(p)","Łódź","Łódź","łódzkie"
"92-609","Łódź","Widzew","Porazińskiej Janiny","","Łódź","Łódź","łódzkie"
"90-036","Łódź","Widzew","Wysoka","20-32(p), 21-29(n)","Łódź","Łódź","łódzkie"
"93-632","Łódź","Górna","Suszarniana","","Łódź","Łódź","łódzkie"
"90-232","Łódź","Śródmieście","Kopcińskiego Stefana (Doktora Stefana Kopcińskiego)","2-18(p)","Łódź","Łódź","łódzkie"
"90-422","Łódź","Śródmieście","Piotrkowska","65-75(n)","Łódź","Łódź","łódzkie"
"91-305","Łódź","Bałuty","Adwokacka","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-024","Łódź","Bałuty","Pola Wincentego","1-18","Łódź","Łódź","łódzkie"
"93-348","Łódź","Górna","Demokratyczna","110-114(p), 115-125(n)","Łódź","Łódź","łódzkie"
"90-616","Łódź","Polesie","6 Sierpnia","15-33(n)","Łódź","Łódź","łódzkie"
"94-056","Łódź","Polesie","Kostki-Napierskiego Aleksandra","","Łódź","Łódź","łódzkie"
"91-838","Łódź","Bałuty","Młynarska","38-46(p), 41-57(n)","Łódź","Łódź","łódzkie"
"91-175","Łódź","Bałuty","Sikiryckiego Igora","","Łódź","Łódź","łódzkie"
"91-050","Łódź","Bałuty","Wróbla","","Łódź","Łódź","łódzkie"
"92-210","Łódź","Widzew","Poronińska","","Łódź","Łódź","łódzkie"
"92-107","Łódź","Widzew","Wyżynna","","Łódź","Łódź","łódzkie"
"93-176","Łódź","Górna","Suwalska","10-DK(p), 15-DK(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-143","Łódź","Śródmieście","Kopcińskiego Stefana (Doktora Stefana Kopcińskiego)","33-49(n)","Łódź","Łódź","łódzkie"
"90-102","Łódź","Śródmieście","Piotrkowska","72-84(p)","Łódź","Łódź","łódzkie"
"91-531","Łódź","Bałuty","Aksamitna","","Łódź","Łódź","łódzkie"
"91-725","Łódź","Bałuty","Popularna","","Łódź","Łódź","łódzkie"
"93-430","Łódź","Górna","Demokratyczna","15-113(n), 16-108(p)","Łódź","Łódź","łódzkie"
"90-646","Łódź","Polesie","6 Sierpnia","1-7(n), 68-104(p)","Łódź","Łódź","łódzkie"
"94-017","Łódź","Polesie","Kowieńska","","Łódź","Łódź","łódzkie"
"91-843","Łódź","Bałuty","Młynarska","48-DK(p), 59-DK(n)","Łódź","Łódź","łódzkie"
"91-497","Łódź","Bałuty","Sikorskiego Władysława Al. (Generała Władysława Sikorskiego)","","Łódź","Łódź","łódzkie"
"91-051","Łódź","Bałuty","Wrześnieńska","1-16","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"92-002","Łódź","Widzew","Potokowa","","Łódź","Łódź","łódzkie"
"92-606","Łódź","Widzew","Zabawna","","Łódź","Łódź","łódzkie"
"93-362","Łódź","Górna","Szkolna","","Łódź","Łódź","łódzkie"
"90-446","Łódź","Śródmieście","Kościuszki Tadeusza Al.","118-120(p)","Łódź","Łódź","łódzkie"
"90-425","Łódź","Śródmieście","Piotrkowska","97-111(n)","Łódź","Łódź","łódzkie"
"91-227","Łódź","Bałuty","Akwarelowa","","Łódź","Łódź","łódzkie"
"91-867","Łódź","Bałuty","Porzeczkowa","","Łódź","Łódź","łódzkie"
"93-203","Łódź","Górna","Deotymy","8-36(p)","Łódź","Łódź","łódzkie"
"90-637","Łódź","Polesie","6 Sierpnia","38-54(p)","Łódź","Łódź","łódzkie"
"94-302","Łódź","Polesie","Krakowska","1-17(n), 2-52(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-356","Łódź","Bałuty","Moczarowa","","Łódź","Łódź","łódzkie"
"91-495","Łódź","Bałuty","Sitowie","","Łódź","Łódź","łódzkie"
"91-049","Łódź","Bałuty","Wrześnieńska","17-41(n)","Łódź","Łódź","łódzkie"
"92-728","Łódź","Widzew","Prymulkowa","","Łódź","Łódź","łódzkie"
"92-430","Łódź","Widzew","Zagłoby Jana Onufrego","","Łódź","Łódź","łódzkie"
"93-333","Łódź","Górna","Szumna","","Łódź","Łódź","łódzkie"
"90-418","Łódź","Śródmieście","Kościuszki Tadeusza Al.","1-43(n)","Łódź","Łódź","łódzkie"
"90-254","Łódź","Śródmieście","Piramowicza Grzegorza","","Łódź","Łódź","łódzkie"
"91-201","Łódź","Bałuty","Aleksandrowska","11","Łódź","Łódź","łódzkie"
"91-035","Łódź","Bałuty","Powstańców Wielkopolskich","25-29(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-410","Łódź","Górna","Deszczowa","","Łódź","Łódź","łódzkie"
"90-638","Łódź","Polesie","6 Sierpnia","56-66(p)","Łódź","Łódź","łódzkie"
"94-214","Łódź","Polesie","Krakowska","19-DK(n), 54-124(p)","Łódź","Łódź","łódzkie"
"91-046","Łódź","Bałuty","Modra","","Łódź","Łódź","łódzkie"
"91-473","Łódź","Bałuty","Skarbowa","","Łódź","Łódź","łódzkie"
"91-045","Łódź","Bałuty","Wrześnieńska","43-75(n), 50-68(p)","Łódź","Łódź","łódzkie"
"92-114","Łódź","Widzew","Przełęcz","","Łódź","Łódź","łódzkie"
"92-402","Łódź","Widzew","Zakładowa","","Łódź","Łódź","łódzkie"
"93-243","Łódź","Górna","Szybowa","","Łódź","Łódź","łódzkie"
"90-427","Łódź","Śródmieście","Kościuszki Tadeusza Al.","38-50(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-255","Łódź","Śródmieście","Polskiej Organizacji Wojskowej","1-15(n), 2-18(p)","Łódź","Łódź","łódzkie"
"91-151","Łódź","Bałuty","Aleksandrowska","38-54(p)","Łódź","Łódź","łódzkie"
"91-040","Łódź","Bałuty","Powstańców Wielkopolskich","3-20","Łódź","Łódź","łódzkie"
"93-102","Łódź","Górna","Dębowa","","Łódź","Łódź","łódzkie"
"90-645","Łódź","Polesie","6 Sierpnia","63-71(n)","Łódź","Łódź","łódzkie"
"94-305","Łódź","Polesie","Krańcowa","","Łódź","Łódź","łódzkie"
"91-034","Łódź","Bałuty","Mokra","","Łódź","Łódź","łódzkie"
"91-510","Łódź","Bałuty","Skowrończa","","Łódź","Łódź","łódzkie"
"91-479","Łódź","Bałuty","Wrzosowa","","Łódź","Łódź","łódzkie"
"92-404","Łódź","Widzew","Przewozowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-220","Łódź","Widzew","Zawodowa","","Łódź","Łódź","łódzkie"
"93-426","Łódź","Górna","Szymanowskiego Karola","","Łódź","Łódź","łódzkie"
"90-432","Łódź","Śródmieście","Kościuszki Tadeusza Al.","66-70(p), 67","Łódź","Łódź","łódzkie"
"90-248","Łódź","Śródmieście","Polskiej Organizacji Wojskowej","17-29(n), 20-32(p)","Łódź","Łódź","łódzkie"
"91-205","Łódź","Bałuty","Aleksandrowska","47-137(n)","Łódź","Łódź","łódzkie"
"91-496","Łódź","Bałuty","Poziomkowa","1-42","Łódź","Łódź","łódzkie"
"93-486","Łódź","Górna","Dobrzyńska","","Łódź","Łódź","łódzkie"
"94-046","Łódź","Polesie","Armii Krajowej","","Łódź","Łódź","łódzkie"
"94-017","Łódź","Polesie","Krzemieniecka","1-9(n), 4-28(p)","Łódź","Łódź","łódzkie"
"91-223","Łódź","Bałuty","Morgowa","1-17(n), 2-10(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-475","Łódź","Bałuty","Skrzypowa","","Łódź","Łódź","łódzkie"
"91-470","Łódź","Bałuty","Wspólna","27-DK(n), 30-DK(p)","Łódź","Łódź","łódzkie"
"93-286","Łódź","Widzew","Przędzalniana","102-124(p), 111-155a(n)","Łódź","Łódź","łódzkie"
"92-104","Łódź","Widzew","Zbójnicka","","Łódź","Łódź","łódzkie"
"93-266","Łódź","Górna","Śmigłego-Rydza Edwarda Al. (Marszałka Edwarda Śmigłego-Rydza)","84-86(p)","Łódź","Łódź","łódzkie"
